1	5	28
1	6	69
1	7	12
1	8	47
1	10	2
1	11	2
1	12	13
1	13	3
1	14	1
1	16	2
1	18	2
1	21	3
1	22	15
1	23	22
1	25	1
1	26	3
1	27	2
1	28	5
1	29	4
1	30	4
1	31	2
1	32	1
1	33	1
1	34	1
1	35	21
1	39	5
1	40	7
1	42	20
1	43	1
1	45	16
1	46	2
1	48	6
1	49	3
1	50	19
1	51	8
1	52	25
1	54	43
1	56	2
1	57	25
1	59	1
1	60	2
1	62	1
1	63	2
1	64	28
1	65	3
1	67	13
1	68	32
1	69	10
1	70	6
1	71	3
1	72	3
1	73	34
1	74	29
1	76	2
1	77	5
1	79	2
1	81	5
1	82	3
1	84	25
1	85	5
1	90	3
1	91	2
1	94	2
1	95	2
1	96	1
2	6	5
2	36	5
2	86	5
2	92	5
2	97	5
3	6	3
3	36	3
3	38	1
3	41	1
3	55	2
3	78	1
3	86	2
3	97	1
4	6	3
4	20	1
4	36	3
4	44	3
4	58	3
4	83	3
5	6	28
5	7	6
5	8	23
5	11	2
5	12	4
5	22	11
5	23	9
5	28	4
5	29	2
5	30	1
5	35	11
5	39	2
5	40	1
5	42	17
5	45	8
5	50	11
5	51	8
5	52	13
5	54	19
5	57	13
5	59	1
5	60	1
5	64	16
5	65	2
5	67	8
5	68	10
5	69	8
5	71	1
5	73	23
5	74	17
5	77	1
5	81	2
5	84	14
5	85	3
5	91	1
6	7	12
6	8	48
6	9	7
6	10	2
6	11	2
6	12	13
6	13	3
6	14	1
6	15	1
6	16	2
6	17	2
6	18	2
6	19	6
6	20	5
6	21	3
6	22	15
6	23	22
6	24	6
6	25	1
6	26	3
6	27	2
6	28	5
6	29	4
6	30	4
6	31	2
6	32	1
6	33	1
6	34	1
6	35	21
6	36	26
6	37	2
6	38	2
6	39	5
6	40	7
6	41	5
6	42	20
6	43	1
6	44	9
6	45	16
6	46	2
6	47	2
6	48	6
6	49	3
6	50	19
6	51	8
6	52	25
6	53	2
6	54	43
6	55	3
6	56	2
6	57	25
6	58	3
6	59	1
6	60	2
6	61	2
6	62	1
6	63	2
6	64	28
6	65	3
6	66	2
6	67	13
6	68	32
6	69	10
6	70	6
6	71	3
6	72	3
6	73	34
6	74	29
6	75	1
6	76	2
6	77	5
6	78	5
6	79	2
6	80	4
6	81	5
6	82	3
6	83	5
6	84	25
6	85	5
6	86	9
6	87	2
6	88	2
6	89	2
6	90	3
6	91	2
6	92	5
6	93	7
6	94	2
6	95	2
6	96	1
6	97	13
7	8	11
7	11	1
7	12	1
7	13	2
7	21	2
7	22	2
7	23	3
7	28	2
7	29	3
7	35	3
7	42	4
7	45	7
7	50	5
7	51	4
7	52	9
7	54	12
7	57	7
7	64	8
7	65	2
7	67	2
7	68	3
7	69	1
7	73	6
7	74	8
7	77	1
7	81	1
7	84	8
8	11	2
8	12	10
8	13	3
8	21	3
8	22	13
8	23	14
8	25	1
8	26	3
8	28	4
8	29	2
8	30	1
8	32	1
8	33	1
8	35	17
8	39	5
8	40	6
8	42	17
8	45	12
8	48	6
8	49	3
8	50	16
8	51	6
8	52	21
8	54	30
8	57	19
8	60	1
8	63	2
8	64	22
8	65	3
8	67	8
8	68	18
8	69	9
8	70	5
8	71	1
8	72	3
8	73	26
8	74	24
8	76	2
8	77	3
8	81	5
8	82	3
8	84	19
8	85	4
8	90	3
8	91	1
8	95	2
8	96	1
9	19	3
9	20	1
9	24	6
9	36	5
9	37	2
9	44	3
9	47	2
9	53	1
9	83	1
9	86	1
9	87	2
9	93	5
9	97	1
10	16	2
10	18	2
10	23	2
10	31	2
10	46	2
10	56	2
10	57	2
10	73	1
11	28	1
11	42	1
11	50	1
